"job_id","job_title","company_name","job_description","created_at","modified_at","expiry_date","number_of_openings","education","experience","city","state","salary","trade","type_of_work"
"698bd881-1f62-4b8d-b4bf-b33b1eb1cfc1",Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-12 04:56:32.569 +0530,2022-06-26 06:25:23.123 +0530,2022-07-12 04:56:33.005 +0530,23,"10th Pass",Fresher,Ranchi,Jharkhand,Rs. 10000 to Rs.15000,Food Production (General),Full Time
ceff9105-dfc6-4981-baae-6074bd8e77a8,Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-12 04:57:34.633 +0530,2022-06-26 06:25:25.427 +0530,2022-07-12 04:57:35.021 +0530,22,"10th Pass",Fresher,Dhanbad (Jharkhand),Jharkhand,Rs. 10000 to Rs.15000,Food Production (General),Full Time
"055b2d95-83ae-4050-a191-b09af946f938",Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-12 04:58:37.067 +0530,2022-06-26 06:25:31.386 +0530,2022-07-12 04:58:37.482 +0530,14,"10th Pass",Fresher,Jamshedpur (East Singhbum),Jharkhand,Rs. 10000 to Rs.15000,Food Production (General),Full Time
"760f6fdb-0c3b-44c1-8332-e4a77b00ac54",first testing,first job,<p>testing</p>,2022-07-02 17:47:19.447 +0530,2022-07-02 18:20:40.471 +0530,2022-08-01 17:47:19.905 +0530,2,"8th Class or Below",Fresher,Agra,Uttar Pradesh,Less than Rs.10000,AC Technician,Full Time
"9dacfc3a-b36c-416e-9125-199e2123518c",ड्रायव्हर,Tata company,"",2021-10-13 21:20:01.642 +0530,2021-10-16 14:48:49.491 +0530,2021-11-12 21:20:01.642 +0530,,"10th Pass","3-5 yrs",Pune,Maharashtra,Rs. 15001 to Rs.25000,Drivers,Full Time
"6f60b4d0-01c8-4e0d-9026-b5ff67cae327",Delivery Boy,Meksa Enterprises,"<p>We are looking for delivery boy to supply stuff on urgent basis for these locations.<br />Location - Mayapuri ,Rojokri, Ranapratap Bagh, Ghaziyabad , Gurufram Sector-17.<br />Salary-15-20k (40rs per packet)<br /><strong><u>Before applying , please ensure that you have the following documents:-<br /></u></strong>1.&nbsp;Adharcard,<br />2. Pancard,<br />3. 10th and 12th certificate.<br />4. Bike/ Scooty (this is not document)<br />5.&nbsp;Driving license, RC<br />6. Android phone.<br />Company Details:- Meksa Enterprises<br />Address:- B-15,Mira Complex,Matiala Rd, Gulab Bagh,Kiran Garden, Block A, Uttam Nagar, New Delhi,Delhi-110059<br />Contact:- Divya :- 9717521298, Poonam:- 8130923298, Nilesh Chaubey: 7042068298</p>",2021-09-29 10:49:39.730 +0530,2022-08-16 20:03:01.193 +0530,2022-08-23 20:03:04.710 +0530,50,"10th Pass",Fresher,Delhi,Delhi,Rs. 10000 to Rs.15000,Delivery Executive,Full Time
"9b5ffd6c-db8d-4e56-ac85-75d1a7e82ac4",Delivery executive,Flipkart,<p>He hire delivery executive all over Telangana and hyderabad also we provide delivery franchise. </p>,2022-01-09 13:03:57.467 +0530,2022-01-12 19:24:12.864 +0530,2022-08-18 00:00:00.000 +0530,99,"8th Class or Below",Fresher,Hyderabad,Telangana,Rs. 25001 to Rs. 50000,Delivery Executive,Freelancer
bd69a87b-729a-4352-a5b5-a0afaa423bca,Delivery boy,Zamoto,<p>We are looking for the delivery boys and Incentive based job.</p>,2022-05-24 13:59:29.098 +0530,2022-08-20 17:00:23.193 +0530,2022-06-23 13:59:29.487 +0530,100,"8th Class or Below",Fresher,Jabalpur,Madhya Pradesh,Less than Rs.10000,Delivery Executive,Full Time
"9be9446d-503a-4d32-9acd-3f594d157146",Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-12 05:01:47.739 +0530,2022-06-26 06:25:39.727 +0530,2022-07-12 05:01:48.185 +0530,13,"10th Pass",Fresher,Hazaribagh,Jharkhand,Rs. 10000 to Rs.15000,Food Production (General),Full Time
"2e52e60e-efe7-4aa7-9523-936c176d0d2a",Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-12 05:04:05.835 +0530,2022-06-26 06:25:44.672 +0530,2022-07-12 05:04:06.223 +0530,11,"10th Pass",Fresher,Khagaria,Bihar,Rs. 10000 to Rs.15000,Food Production (General),Full Time
"4d1febed-3cec-4250-a06b-54a9c25f1935","आवश्यकता है वायरमैन, इलेक्ट्रीशियन, सीसीटीवी/ लेवल कंट्रोलर टेक्नीशियन, सोल्डर बॉयज",ADVANCED AUTOMATION,"<p><strong>आवश्यकता है वायरमैन, इलेक्ट्रीशियन, सीसीटीवी/ लेवल कंट्रोलर टेक्नीशियन, सोल्डर बॉयज की पैनल व इलेक्ट्रॉनिक उत्पाद बनाने वाली फैक्ट्री के लिए। कम से कम 1 साल का एक्सपीरियंस जरूरी है, मोटरसाइकिल चलाने वालों को प्राथमिकता। संपर्क करें-- Advanced automation, 1/2 , DSIDC COMPLEX, TIGRI, near SBI Tigri, Sangam Vihar. nearest bus stop--Tigri, Nearest metro—Saket, Google search: advanced automation tigri</strong></p><p><br></p>",2021-09-18 09:57:06.950 +0530,2021-09-18 12:27:53.374 +0530,2021-10-18 09:57:06.950 +0530,,"8th Class or Below","0-2 Yrs",Delhi,Delhi,Rs. 10000 to Rs.15000,Electrician,Contractual
f78d0eaa-e037-44d4-a6cb-d1a9c57c560d,Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-13 06:09:54.442 +0530,2022-06-26 06:25:57.667 +0530,2022-07-13 06:09:54.828 +0530,23,"10th Pass",Fresher,Samastipur,Bihar,Rs. 10000 to Rs.15000,Labour Helper,Full Time
"85b5800b-deaf-4204-b935-bf0c1d8d74e3",Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-13 06:11:58.099 +0530,2022-06-26 06:26:02.530 +0530,2022-07-13 06:11:58.483 +0530,23,"10th Pass",Fresher,Dhanbad (Jharkhand),Jharkhand,Rs. 10000 to Rs.15000,Labour Helper,Full Time
"9b3c3cfd-9b86-4fa2-9a9d-b5504bb0cce6",Delivery boy,EFOS Edumarketers Pvt Ltd,"<p>We need delivery boy who has must own two Wheeler, Driving Licence and RC.</p><p>He has food delivered work at his location. Interested candidate please call us.</p>",2022-02-08 12:01:01.975 +0530,2022-02-24 15:10:10.647 +0530,2022-03-10 12:01:01.975 +0530,200,"8th Class or Below",Fresher,Noida,Uttar Pradesh,Rs. 15001 to Rs.25000,Delivery Executive,Full Time
"36f70647-3bc7-4da9-8cb3-5f936fc990c6",Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-13 06:08:50.467 +0530,2022-06-26 06:25:54.936 +0530,2022-07-13 06:08:50.874 +0530,17,"10th Pass",Fresher,Lakhisarai,Bihar,Rs. 10000 to Rs.15000,Labour Helper,Full Time
"820c4dbe-df8f-4ec1-a8f2-a521e76af6ca",Lady security guard,Castle corporate security services,<p>Security guard lady</p>,2021-09-19 15:19:42.492 +0530,2021-09-19 15:19:42.492 +0530,2021-10-19 15:19:42.492 +0530,,"10th Pass",Fresher,Greater Noida,Uttar Pradesh,Less than Rs.10000,Security Guard,Full Time
"140367d4-5643-4f94-86c3-2148ae6acf15","ITI Fitter, Welder",Shailaj Technologies Pvt Ltd,<p>We are looking for experience ITI candidates they have basic knowledge of Welding or fitter.</p>,2021-10-04 16:56:11.895 +0530,2021-11-09 10:44:28.065 +0530,2021-11-03 16:56:11.895 +0530,20,ITI,"0-2 Yrs",Noida,Uttar Pradesh,Rs. 10000 to Rs.15000,Welder,Full Time
e2b480f8-73f9-460e-b414-0fbb4c798107,tandoor cook,bigspoon,"<p>Should have skills to make chapti,tandoor roti,roomali roti .also tandoor items</p>",2021-11-11 11:57:33.092 +0530,2021-11-11 11:57:33.092 +0530,2021-12-11 11:57:33.092 +0530,2,"12th pass","3-5 yrs",Nagpur,Maharashtra,Rs. 10000 to Rs.15000,Cook,Full Time
ea684c61-bfdc-4e72-b7f4-8df6b3265ffa,Telecaller,Decent Placement Services,<p>Knowledge of Basic Computer :- Word / Excel / Internet</p><p>Job Type :- Calling + Computer Work</p>,2022-05-26 13:24:01.675 +0530,2022-05-26 13:24:01.675 +0530,2022-07-09 18:22:12.889 +0530,10,"12th pass","0-2 Yrs",Ghaziabad,Uttar Pradesh,Rs. 10000 to Rs.15000,Surveyor,Full Time
af78053b-7847-4f5e-a986-159c48cd572d,Storekeeper,Amul company,"<p>URGENT REQUIRED MALE &amp; FEMALE NEW STAFF FOR OFFICE WORK IN AMUL COMPANY</p><p><br></p><p>If you interested send me resume (CV)</p><p><br></p><p>Location-Bihar, Jharkhand</p><p><br></p><p>☎️ Helpline number-9199301398</p><p><br></p><p>Facilities.&nbsp;&nbsp;:- Food+Room</p><p><br></p><p>Time&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 09:00am to 05:00pm</p><p><br></p><p>PAYMENT : ₹13500-₹22500</p><p><br></p><p>AGE.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;: 18 year to 35 year</p><p><br></p><p>Edu Qual.&nbsp;&nbsp;: 10th to any degree</p><p><br></p><p>Post.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Salary</p><p><br></p><p>Helper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹13500</p><p><br></p><p>Storekeeper.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹15500</p><p><br></p><p>Supervisor.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;₹ 17500</p><p><br></p><p>Senior supervisor&nbsp;&nbsp;&nbsp;₹22500&nbsp;</p><p><br></p><p>Branch manager.&nbsp;&nbsp;&nbsp;₹27500&nbsp;&nbsp;</p><p><br></p><p>Work totally online process. Staff fresher and experience both can apply.</p><p>Online charges-₹660</p>",2022-06-13 06:06:25.211 +0530,2022-06-26 06:25:50.067 +0530,2022-07-13 06:06:25.615 +0530,13,"10th Pass",Fresher,Bhagalpur,Bihar,Rs. 10000 to Rs.15000,Labour Helper,Full Time
"247a5121-24f8-4045-8b5e-cdbbb1ed228d",Corrugation Machine Operator,SHIVAY HR CONSULTING,<p><strong>Corrugation Machine Operator / Flexo Print Operator  :</strong></p><p><br></p><p>Should have more than 2 years experience in Corrugation Machine or</p><p><br></p><p>Flexo Printing Machines (Multi-colour)</p><p><br></p><p>Should know setting up and operations of the machines.</p><p><br></p><p>Should know minor adjustments or minor repairs of the machines.</p>,2022-06-13 14:10:56.107 +0530,2022-06-13 14:14:18.499 +0530,2022-07-13 14:10:56.438 +0530,3,"10th Pass","0-2 Yrs",Nainital,Uttarakhand,Rs. 15001 to Rs.25000,Machine Operator,Full Time
"4a704c28-c1ca-41f2-9801-bcb0e81aaac3",Electrcian,Wheelseye Technology India Private Limited,"<p>1. Basic knowledge of electrical wiring like CD input/output wires.</p><p>2. Candidates having experience in electrical wiring will be given priority.</p><p>3. Qualification - ITI, Diploma.</p><p>4. Salary upto 8k to 14K + inventive + traveling conveyance.</p><p>5. Candidates must have a bike and android phone</p>",2022-06-13 15:42:19.100 +0530,2022-06-13 17:57:19.393 +0530,2022-07-13 15:42:19.517 +0530,1,ITI,Fresher,Dhanbad (Jharkhand),Jharkhand,Rs. 10000 to Rs.15000,Electrician,Full Time
d7fcfe8e-fc07-45ef-bd16-2f8118eb984c,trainer,YuvaShakti Foundation (YSF),<p>Looking for diploma mechanical engineer candidates those having industry experience of 1-2 yrs.</p><p><br></p><p>Job Role-</p><p><br></p><ol><li>Plan the schedule of training in a partner industries.</li><li>deliver session in the industries and help in providing the training feedback</li><li>Prepare the material of training those required to deliver the sessions.</li></ol><p><br></p>,2022-03-10 14:14:38.573 +0530,2022-03-10 14:14:38.573 +0530,2022-04-09 14:14:38.573 +0530,3,Diploma,"0-2 Yrs",Vadodara,Gujarat,Rs. 15001 to Rs.25000,Mechanical,Full Time
"7c180d78-6c1d-4612-b0a5-2c56f7bff3d0",ITI Fresher IN ELECTRICAL/MECHANICAL/ELECTRONICE,Tosha International,"<p><strong>Job description</strong></p><p>Education and Experience:</p><ul><li>ITI/Fresher</li></ul><p>Physical Requirements:&nbsp;<strong>The person should be having own two wheeler with valid driving license. Must be ready to travel extensively.</strong></p><p>Duties/Responsibilities:</p><ul><li>Installs and repairs electrical wiring, systems, and fixtures.</li><li>Installation of Earthing.</li><li>Installs circuit breakers and other electrical hardware and connects wiring to them.</li><li>Connects electrical systems to powerlines to provide electricity</li><li>Tests electrical systems to ensure proper installation and operation.</li><li>Inspects electrical systems to determine whether repairs are needed.</li><li>Replaces circuit breakers as needed.</li><li>Performs other related duties as assigned.</li></ul><p>Required Skills/Abilities:</p><ul><li>Extensive knowledge of electrical systems and wiring.</li><li>Ability to use hand tools and power tools.</li><li>Proficient in the use of test meters and other diagnostic equipment.</li><li>Excellent analytical and problem-solving skills.</li><li>Capable for Site Installation, Resolve client's Quries/Complaints</li></ul><p>Job Types: Full-time, Fresher</p><p>Salary: From ₹9,000.00 per month</p><p>COVID-19 considerations:</p><p> As per Covid protocol guidelines issues by the Government</p><p><br></p>",2022-06-13 14:20:31.161 +0530,2022-06-13 14:20:31.161 +0530,2022-07-13 14:20:31.560 +0530,100,"8th Class or Below",Fresher,Azamgarh,Uttar Pradesh,Less than Rs.10000,Electrician,Full Time
